"","X","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"10121",10121,"eurico",1322489683,174676,"28/11/2011 14:14","no",276,0.71,2.69,-87.9,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-6,4,28,44,572,-414,78.9,10.7,122,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.26,0.02,0,-236,158,-113,-419,320,481,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,94.6042458,-33.04226479,-50.82672462,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.29,0.28,-4,10,-6,-479,191,278,-174,4.98,112,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,1.12,0.56,-90,332,206,-695,1160,-527,"C"
"10123",10123,"eurico",1322489683,186684,"28/11/2011 14:14","no",276,0.81,2.68,-87.8,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0.02,-3,1,26,44,567,-430,78.6,10.2,121,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,0.11,-0.05,-237,163,-103,-413,323,492,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,79.59474693,-26.28439994,-70.70184753,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.24,0.25,-4,11,-10,-473,195,280,-173,5.58,108,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,1.7,0.67,-77,336,191,-657,1170,-531,"C"
"10131",10131,"eurico",1322489683,338639,"28/11/2011 14:14","no",276,1.55,2.9,-87.8,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,0,-7,2,21,50,555,-439,77.7,-15.8,79.4,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.44,1.12,-0.31,-157,200,11,235,235,554,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,79.59474693,-26.28439994,-70.70184753,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,0.24,0.25,-4,11,-10,-473,195,280,-180,10.4,39.1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,3.21,0.57,111,240,194,410,-13,-72,"C"
"10153",10153,"eurico",1322489684,249512,"28/11/2011 14:14","no",277,1.59,2.07,-87.3,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,-0.05,-1,2,20,42,567,-429,73,-11.1,80.6,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,-0.55,0.28,-147,181,-32,126,221,615,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,67.17766736,18.54696795,-86.43657879,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.31,-0.1,8,27,-33,-497,232,223,-174,10.1,81.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-2.99,0.11,-70,332,195,-409,999,-460,"C"
"10160",10160,"eurico",1322489684,466704,"28/11/2011 14:14","no",277,1.07,1.98,-87.4,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.05,-5,2,22,48,570,-422,75.3,4.84,114,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,-0.26,-0.07,-251,177,-92,-360,302,552,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,62.09575195,11.21221197,-93.66687474,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.05,5,26,-36,-496,238,219,-176,1.1,116,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.85,0.03,-80,286,222,-766,1150,-507,"C"
"10179",10179,"carlitos",1323084294,92379,"05/12/2011 11:24","no",367,1.21,5,-90.8,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0,-0.03,-14,3,23,17,602,-308,108,-46,-15.7,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.61,1.33,-0.18,70,20,-194,734,-224,-146,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-30.26599422,-10.85989013,124.8068094,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.02,0.02,-4,-11,35,-557,245,54,-165,40.1,-114,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,3.55,1,-91,-86,-211,-332,-438,146,"C"
"10197",10197,"carlitos",1323084294,512314,"05/12/2011 11:24","no",367,1.49,5.11,-91.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0,-0.02,-15,7,20,12,603,-299,151,-35.2,-68.2,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,-1.22,0.52,74,-67,-349,447,-340,-403,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.60634359,-7.055412345,74.9752294,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.16,-0.28,-3,-31,29,-573,202,67,150,4.94,105,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,1.73,0.25,3,372,-241,-325,704,435,"C"
"10202",10202,"carlitos",1323084294,620314,"05/12/2011 11:24","no",367,1.48,5.06,-91.5,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.03,-0.02,-18,8,20,10,599,-322,125,-43.9,-18.1,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,-2.41,0.39,119,29,-218,758,-178,-89,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.5669304,-7.963988788,49.76186734,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.29,-0.26,-4,-44,24,-596,168,55,149,1.16,96.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.35,-0.07,68,314,-243,-239,712,444,"C"
"10204",10204,"carlitos",1323084294,740396,"05/12/2011 11:24","no",367,1.23,5.75,-91.5,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.02,-0.05,-20,5,21,12,604,-315,102,-40.2,19.9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39,-1.91,0.13,64,114,-93,731,13,166,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-93.25913688,-16.13322427,61.10042782,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,-0.14,-0.26,-7,-35,25,-596,146,45,148,1.6,97.1,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.02,-0.05,94,273,-246,-235,713,460,"C"
"10206",10206,"carlitos",1323084294,820311,"05/12/2011 11:24","no",367,1.2,5.81,-91.5,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.03,-18,3,21,8,603,-315,93.2,-36,31.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,-1.62,0.07,47,134,-57,685,64,236,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-105.5793049,-18.75892194,47.33458187,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.05,-0.18,-9,-42,22,-593,144,54,149,1.98,97.4,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,-0.08,0.1,88,267,-239,-233,712,456,"C"
"10223",10223,"carlitos",1323084295,536306,"05/12/2011 11:24","no",368,1.29,4.54,-91.9,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.02,0,-13,5,20,2,600,-317,77.9,7.16,106,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.16,-0.36,-202,156,-29,-264,379,516,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-139.346375,-14.40439403,10.27136089,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.22,0.46,-7,-48,5,-610,135,39,150,1.43,96.6,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,0.19,-0.18,106,266,-267,-169,703,433,"C"
"10224",10224,"carlitos",1323084295,664324,"05/12/2011 11:24","no",368,1.31,4.54,-92,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-16,6,20,1,603,-308,77.4,6.75,106,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,0.22,-0.38,-197,154,-27,-255,363,522,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-122.3314048,-2.612055505,34.64156841,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,0.27,0.46,-1,-36,13,-606,137,25,150,1.46,96.5,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.21,-0.21,121,269,-266,-165,710,433,"C"
"10226",10226,"carlitos",1323084295,756343,"05/12/2011 11:24","no",368,1.34,4.62,-92,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-16,4,24,3,607,-307,75.4,3.86,103,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,0.47,-0.39,-202,167,-3,-195,352,540,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-123.4668943,-14.80463169,29.94682936,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.42,0.52,-5,-32,10,-599,168,31,149,1.94,95.9,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21,0.13,-0.15,114,264,-250,-163,710,446,"C"
"10233",10233,"carlitos",1323084295,924289,"05/12/2011 11:24","no",368,1.41,5.46,-92,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0,-16,2,23,3,603,-307,81.8,-33.8,45.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.17,1.61,-0.95,-41,119,-26,617,52,339,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-48.61853923,-60.7834956,74.0864914,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,0.29,0.3,-11,-9,13,-555,263,22,149,2.3,99.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,-0.05,0.3,103,274,-270,-178,719,448,"C"
"10237",10237,"carlitos",1323084296,120364,"05/12/2011 11:24","no",369,1.63,6.18,-92.2,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.02,0.02,-17,4,20,4,598,-306,100,-41.4,4.15,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.52,1.19,-0.25,48,54,-149,763,-135,1,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,27.21816182,7.688526408,128.74283,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,0.27,0.11,2,7,25,-545,280,10,150,1.63,101,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,0.03,-0.23,108,267,-253,-182,708,431,"C"
"10245",10245,"carlitos",1323084296,432413,"05/12/2011 11:24","no",369,1.92,6.6,-92.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,0.02,-21,2,16,6,608,-295,144,-36.1,-57.7,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,1.35,-0.07,96,-31,-322,511,-292,-395,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-94.17815244,-14.31842006,60.74576672,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-0.14,0.05,-3,-17,12,-548,285,17,148,3.25,101,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,-0.03,-0.23,112,259,-246,-182,722,485,"C"
"10257",10257,"carlitos",1323084296,860336,"05/12/2011 11:24","no",369,1.49,6.43,-92.6,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,0.02,-0.03,-21,3,17,4,599,-313,134,-45.6,-31.9,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,-1.8,0.44,81,-13,-245,700,-289,-169,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-81.67439934,-35.44824793,63.11562111,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-0.22,-0.52,-10,-21,17,-599,180,31,144,4.67,99,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,-0.05,0.07,125,247,-230,-174,738,547,"C"
"10260",10260,"carlitos",1323084296,916328,"05/12/2011 11:24","no",369,1.35,5.6,-92.7,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0,-0.02,-16,5,14,7,605,-314,110,-47,10.1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,-2.18,0.52,55,70,-116,757,-103,131,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-135.3650885,-20.58376083,6.818186733,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,-0.03,-0.25,-9,-43,3,-601,179,14,145,3.64,100,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.06,0.2,129,255,-244,-171,723,524,"C"
"10270",10270,"carlitos",1323084297,300554,"05/12/2011 11:24","no",370,1.26,5.03,-92.5,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,-0.03,-13,1,22,6,597,-315,78.3,-9.16,82.3,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,-1.2,-0.07,-188,180,0,72,315,547,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-119.551259,-14.9419965,34.15471947,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.18,0.1,0.43,-4,-25,9,-601,169,38,146,2.14,99.8,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,0,0.1,135,259,-239,-156,721,513,"C"
"10284",10284,"carlitos",1323084297,796377,"05/12/2011 11:24","no",370,1.27,7.18,-92.9,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.02,-0.02,-18,3,19,14,600,-311,76.5,8.07,121,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,0.4,-0.34,-264,142,-40,-392,349,491,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-70.88280415,-40.12471419,70.88280415,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.19,0.1,-6,-10,10,-562,257,5,150,0.92,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.07,106,270,-248,-195,718,439,"C"
"10286",10286,"carlitos",1323084297,861364,"05/12/2011 11:24","no",370,1.26,7.45,-92.9,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,0,0,-21,3,19,2,604,-316,72.7,1.89,113,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,0.92,-1,-300,181,42,-278,319,548,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-52.50481935,-15.09490034,102.0047732,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,0.08,0.13,-3,-10,17,-564,258,4,150,0.44,106,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13,0.05,0.11,119,260,-247,-191,708,444,"C"
"10295",10295,"carlitos",1323084299,348311,"05/12/2011 11:24","no",371,0.81,6.08,-92.8,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.02,-0.02,-17,4,23,5,607,-304,81.8,-37,50.4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,-1.33,0.71,-32,103,-5,591,18,395,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-96.52836748,-59.74850585,8.665688085,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,0.29,0.36,-13,-19,2,-586,197,1,149,-3,107,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,-0.14,0.02,102,269,-234,-222,707,451,"C"
"10299",10299,"carlitos",1323084299,420320,"05/12/2011 11:24","no",371,0.99,6.35,-92.8,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,-0.02,0.02,-14,4,21,5,603,-318,73.2,-20.2,72.6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,-1.36,0.49,-101,139,44,298,173,565,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-127.6561762,-17.48946921,23.41393616,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.13,0.23,-6,-33,8,-584,215,-7,149,-2.56,109,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-0.71,-0.05,71,313,-226,-246,711,453,"C"
"10304",10304,"carlitos",1323084299,660394,"05/12/2011 11:24","no",371,1.29,6.52,-92.8,2,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,0.02,-16,3,17,-2,604,-309,70.7,-7.93,87.9,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,-0.69,-0.18,-168,130,35,44,241,610,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5249907,-55.51211676,82.99013446,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,0.37,0.38,-5,4,7,-574,246,3,148,1.47,117,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,-1.67,-0.31,40,325,-217,-340,719,484,"C"
"10326",10326,"carlitos",1323084300,404288,"05/12/2011 11:25","no",372,1.17,6.78,-93,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,0.02,-0.05,-18,2,18,4,600,-310,74.5,8.5,109,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.11,-0.1,-280,90,-107,-278,314,572,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.17822542,-27.49342323,53.84459286,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,-0.08,-0.18,-9,-27,17,-596,189,16,164,37.9,-172,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,0.29,-0.38,-146,-34,-206,-640,21,367,"C"
"10340",10340,"carlitos",1323084300,820375,"05/12/2011 11:25","no",372,0.81,5.65,-92.7,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-18,3,22,0,601,-309,81.3,13,115,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,-0.11,0.36,-290,112,-110,-351,360,508,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-113.7485156,-18.88966269,38.49907095,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,0.02,0.23,-6,-29,12,-593,180,8,142,15.8,118,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,2.34,0.69,-11,285,-182,-541,661,610,"C"
"10360",10360,"carlitos",1323084301,436292,"05/12/2011 11:25","no",373,1.49,6.26,-92.8,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-19,2,16,-1,597,-318,79.4,13.1,113,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.08,-0.16,0.23,-289,96,-101,-320,342,539,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,-108.6589552,-4.215746149,48.204795,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,0.02,-1,-21,11,-566,259,0,145,10.7,120,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02,-2.55,-0.61,15,330,-213,-490,680,562,"C"
